Amount,n1000,n500,n100,n50,n20,n10
36170,36,0,1,0,3,1
36180,36,0,1,1,1,1
36190,36,0,1,0,4,1
36200,36,0,1,1,2,1
36210,36,0,2,0,0,1
36220,36,0,1,1,3,1
36230,36,0,2,0,1,1
36240,36,0,1,1,4,1
36250,36,0,2,0,2,1
36260,36,0,2,1,0,1
36270,36,0,2,0,3,1
36280,36,0,2,1,1,1
36290,36,0,2,0,4,1
36300,36,0,2,1,2,1
36310,36,0,3,0,0,1
36320,36,0,2,1,3,1
36330,36,0,3,0,1,1
36340,36,0,2,1,4,1
36350,36,0,3,0,2,1
36360,36,0,3,1,0,1
36370,36,0,3,0,3,1
36380,36,0,3,1,1,1
36390,36,0,3,0,4,1
36400,36,0,3,1,2,1
36410,36,0,4,0,0,1
36420,36,0,3,1,3,1
36430,36,0,4,0,1,1
36440,36,0,3,1,4,1
36450,36,0,4,0,2,1
36460,36,0,4,1,0,1
36470,36,0,4,0,3,1
36480,36,0,4,1,1,1
36490,36,0,4,0,4,1
36500,36,0,4,1,2,1
36510,36,1,0,0,0,1
36520,36,0,4,1,3,1
36530,36,1,0,0,1,1
36540,36,0,4,1,4,1
36550,36,1,0,0,2,1
36560,36,1,0,1,0,1
36570,36,1,0,0,3,1
36580,36,1,0,1,1,1
36590,36,1,0,0,4,1
36600,36,1,0,1,2,1
36610,36,1,1,0,0,1
36620,36,1,0,1,3,1
36630,36,1,1,0,1,1
36640,36,1,0,1,4,1
36650,36,1,1,0,2,1
36660,36,1,1,1,0,1
36670,36,1,1,0,3,1
36680,36,1,1,1,1,1
36690,36,1,1,0,4,1
36700,36,1,1,1,2,1
36710,36,1,2,0,0,1
36720,36,1,1,1,3,1
36730,36,1,2,0,1,1
36740,36,1,1,1,4,1
36750,36,1,2,0,2,1
36760,36,1,2,1,0,1
36770,36,1,2,0,3,1
36780,36,1,2,1,1,1
36790,36,1,2,0,4,1
36800,36,1,2,1,2,1
36810,36,1,3,0,0,1
36820,36,1,2,1,3,1
36830,36,1,3,0,1,1
36840,36,1,2,1,4,1
36850,36,1,3,0,2,1
36860,36,1,3,1,0,1
36870,36,1,3,0,3,1
36880,36,1,3,1,1,1
36890,36,1,3,0,4,1
36900,36,1,3,1,2,1
36910,36,1,4,0,0,1
36920,36,1,3,1,3,1
36930,36,1,4,0,1,1
36940,36,1,3,1,4,1
36950,36,1,4,0,2,1
36960,36,1,4,1,0,1
36970,36,1,4,0,3,1
36980,36,1,4,1,1,1
36990,36,1,4,0,4,1
37000,36,1,4,1,2,1
37010,37,0,0,0,0,1
37020,36,1,4,1,3,1
37030,37,0,0,0,1,1
37040,36,1,4,1,4,1
37050,37,0,0,0,2,1
37060,37,0,0,1,0,1
37070,37,0,0,0,3,1
37080,37,0,0,1,1,1
37090,37,0,0,0,4,1
37100,37,0,0,1,2,1
37110,37,0,1,0,0,1
37120,37,0,0,1,3,1
37130,37,0,1,0,1,1
37140,37,0,0,1,4,1
37150,37,0,1,0,2,1
37160,37,0,1,1,0,1
37170,37,0,1,0,3,1
37180,37,0,1,1,1,1
37190,37,0,1,0,4,1
37200,37,0,1,1,2,1
37210,37,0,2,0,0,1
37220,37,0,1,1,3,1
37230,37,0,2,0,1,1
37240,37,0,1,1,4,1
37250,37,0,2,0,2,1
37260,37,0,2,1,0,1
37270,37,0,2,0,3,1
37280,37,0,2,1,1,1
37290,37,0,2,0,4,1
37300,37,0,2,1,2,1
37310,37,0,3,0,0,1
37320,37,0,2,1,3,1
37330,37,0,3,0,1,1
37340,37,0,2,1,4,1
37350,37,0,3,0,2,1
37360,37,0,3,1,0,1
37370,37,0,3,0,3,1
37380,37,0,3,1,1,1
37390,37,0,3,0,4,1
37400,37,0,3,1,2,1
37410,37,0,4,0,0,1
37420,37,0,3,1,3,1
37430,37,0,4,0,1,1
37440,37,0,3,1,4,1
37450,37,0,4,0,2,1
37460,37,0,4,1,0,1
37470,37,0,4,0,3,1
37480,37,0,4,1,1,1
37490,37,0,4,0,4,1
37500,37,0,4,1,2,1
37510,37,1,0,0,0,1
37520,37,0,4,1,3,1
37530,37,1,0,0,1,1
37540,37,0,4,1,4,1
37550,37,1,0,0,2,1
37560,37,1,0,1,0,1
37570,37,1,0,0,3,1
37580,37,1,0,1,1,1
37590,37,1,0,0,4,1
37600,37,1,0,1,2,1
37610,37,1,1,0,0,1
37620,37,1,0,1,3,1
37630,37,1,1,0,1,1
37640,37,1,0,1,4,1
37650,37,1,1,0,2,1
37660,37,1,1,1,0,1
37670,37,1,1,0,3,1
37680,37,1,1,1,1,1
37690,37,1,1,0,4,1
37700,37,1,1,1,2,1
37710,37,1,2,0,0,1
37720,37,1,1,1,3,1
37730,37,1,2,0,1,1
37740,37,1,1,1,4,1
37750,37,1,2,0,2,1
37760,37,1,2,1,0,1
37770,37,1,2,0,3,1
37780,37,1,2,1,1,1
37790,37,1,2,0,4,1
37800,37,1,2,1,2,1
37810,37,1,3,0,0,1
37820,37,1,2,1,3,1
37830,37,1,3,0,1,1
37840,37,1,2,1,4,1
37850,37,1,3,0,2,1
37860,37,1,3,1,0,1
37870,37,1,3,0,3,1
37880,37,1,3,1,1,1
37890,37,1,3,0,4,1
37900,37,1,3,1,2,1
37910,37,1,4,0,0,1
37920,37,1,3,1,3,1
37930,37,1,4,0,1,1
37940,37,1,3,1,4,1
37950,37,1,4,0,2,1
37960,37,1,4,1,0,1
37970,37,1,4,0,3,1
37980,37,1,4,1,1,1
37990,37,1,4,0,4,1
38000,37,1,4,1,2,1
38010,38,0,0,0,0,1
38020,37,1,4,1,3,1
38030,38,0,0,0,1,1
38040,37,1,4,1,4,1
38050,38,0,0,0,2,1
38060,38,0,0,1,0,1
38070,38,0,0,0,3,1
38080,38,0,0,1,1,1
38090,38,0,0,0,4,1
38100,38,0,0,1,2,1
38110,38,0,1,0,0,1
38120,38,0,0,1,3,1
38130,38,0,1,0,1,1
38140,38,0,0,1,4,1
38150,38,0,1,0,2,1
38160,38,0,1,1,0,1
38170,38,0,1,0,3,1
38180,38,0,1,1,1,1
38190,38,0,1,0,4,1
38200,38,0,1,1,2,1
38210,38,0,2,0,0,1
38220,38,0,1,1,3,1
38230,38,0,2,0,1,1
38240,38,0,1,1,4,1
38250,38,0,2,0,2,1
38260,38,0,2,1,0,1
38270,38,0,2,0,3,1
38280,38,0,2,1,1,1
38290,38,0,2,0,4,1
38300,38,0,2,1,2,1
38310,38,0,3,0,0,1
38320,38,0,2,1,3,1
38330,38,0,3,0,1,1
38340,38,0,2,1,4,1
38350,38,0,3,0,2,1
38360,38,0,3,1,0,1
38370,38,0,3,0,3,1
38380,38,0,3,1,1,1
38390,38,0,3,0,4,1
38400,38,0,3,1,2,1
38410,38,0,4,0,0,1
38420,38,0,3,1,3,1
38430,38,0,4,0,1,1
38440,38,0,3,1,4,1
38450,38,0,4,0,2,1
38460,38,0,4,1,0,1
38470,38,0,4,0,3,1
38480,38,0,4,1,1,1
38490,38,0,4,0,4,1
38500,38,0,4,1,2,1
38510,38,1,0,0,0,1
38520,38,0,4,1,3,1
38530,38,1,0,0,1,1
38540,38,0,4,1,4,1
38550,38,1,0,0,2,1
38560,38,1,0,1,0,1
38570,38,1,0,0,3,1
38580,38,1,0,1,1,1
38590,38,1,0,0,4,1
38600,38,1,0,1,2,1
38610,38,1,1,0,0,1
38620,38,1,0,1,3,1
38630,38,1,1,0,1,1
38640,38,1,0,1,4,1
38650,38,1,1,0,2,1
38660,38,1,1,1,0,1
38670,38,1,1,0,3,1
38680,38,1,1,1,1,1
38690,38,1,1,0,4,1
38700,38,1,1,1,2,1
38710,38,1,2,0,0,1
38720,38,1,1,1,3,1
38730,38,1,2,0,1,1
38740,38,1,1,1,4,1
38750,38,1,2,0,2,1
38760,38,1,2,1,0,1
38770,38,1,2,0,3,1
38780,38,1,2,1,1,1
38790,38,1,2,0,4,1
38800,38,1,2,1,2,1
38810,38,1,3,0,0,1
38820,38,1,2,1,3,1
38830,38,1,3,0,1,1
38840,38,1,2,1,4,1
38850,38,1,3,0,2,1
38860,38,1,3,1,0,1
38870,38,1,3,0,3,1
38880,38,1,3,1,1,1
38890,38,1,3,0,4,1
38900,38,1,3,1,2,1
38910,38,1,4,0,0,1
38920,38,1,3,1,3,1
38930,38,1,4,0,1,1
38940,38,1,3,1,4,1
38950,38,1,4,0,2,1
38960,38,1,4,1,0,1
38970,38,1,4,0,3,1
38980,38,1,4,1,1,1
38990,38,1,4,0,4,1
39000,38,1,4,1,2,1
39010,39,0,0,0,0,1
39020,38,1,4,1,3,1
39030,39,0,0,0,1,1
39040,38,1,4,1,4,1
39050,39,0,0,0,2,1
39060,39,0,0,1,0,1
39070,39,0,0,0,3,1
39080,39,0,0,1,1,1
39090,39,0,0,0,4,1
39100,39,0,0,1,2,1
39110,39,0,1,0,0,1
39120,39,0,0,1,3,1
39130,39,0,1,0,1,1
39140,39,0,0,1,4,1
39150,39,0,1,0,2,1
39160,39,0,1,1,0,1
39170,39,0,1,0,3,1
39180,39,0,1,1,1,1
39190,39,0,1,0,4,1
39200,39,0,1,1,2,1
39210,39,0,2,0,0,1
39220,39,0,1,1,3,1
39230,39,0,2,0,1,1
39240,39,0,1,1,4,1
39250,39,0,2,0,2,1
39260,39,0,2,1,0,1
39270,39,0,2,0,3,1
39280,39,0,2,1,1,1
39290,39,0,2,0,4,1
39300,39,0,2,1,2,1
39310,39,0,3,0,0,1
39320,39,0,2,1,3,1
39330,39,0,3,0,1,1
39340,39,0,2,1,4,1
39350,39,0,3,0,2,1
39360,39,0,3,1,0,1
39370,39,0,3,0,3,1
39380,39,0,3,1,1,1
39390,39,0,3,0,4,1
39400,39,0,3,1,2,1
39410,39,0,4,0,0,1
39420,39,0,3,1,3,1
39430,39,0,4,0,1,1
39440,39,0,3,1,4,1
39450,39,0,4,0,2,1
39460,39,0,4,1,0,1
39470,39,0,4,0,3,1
39480,39,0,4,1,1,1
39490,39,0,4,0,4,1
39500,39,0,4,1,2,1
39510,39,1,0,0,0,1
39520,39,0,4,1,3,1
39530,39,1,0,0,1,1
39540,39,0,4,1,4,1
39550,39,1,0,0,2,1
39560,39,1,0,1,0,1
39570,39,1,0,0,3,1
39580,39,1,0,1,1,1
39590,39,1,0,0,4,1
39600,39,1,0,1,2,1
39610,39,1,1,0,0,1
39620,39,1,0,1,3,1
39630,39,1,1,0,1,1
39640,39,1,0,1,4,1
39650,39,1,1,0,2,1
39660,39,1,1,1,0,1
39670,39,1,1,0,3,1
39680,39,1,1,1,1,1
39690,39,1,1,0,4,1
39700,39,1,1,1,2,1
39710,39,1,2,0,0,1
39720,39,1,1,1,3,1
39730,39,1,2,0,1,1
39740,39,1,1,1,4,1
39750,39,1,2,0,2,1
39760,39,1,2,1,0,1
39770,39,1,2,0,3,1
39780,39,1,2,1,1,1
39790,39,1,2,0,4,1
39800,39,1,2,1,2,1
39810,39,1,3,0,0,1
39820,39,1,2,1,3,1
39830,39,1,3,0,1,1
39840,39,1,2,1,4,1
39850,39,1,3,0,2,1
39860,39,1,3,1,0,1
39870,39,1,3,0,3,1
39880,39,1,3,1,1,1
39890,39,1,3,0,4,1
39900,39,1,3,1,2,1
39910,39,1,4,0,0,1
39920,39,1,3,1,3,1
39930,39,1,4,0,1,1
39940,39,1,3,1,4,1
39950,39,1,4,0,2,1
39960,39,1,4,1,0,1
39970,39,1,4,0,3,1
39980,39,1,4,1,1,1
39990,39,1,4,0,4,1
40000,39,1,4,1,2,1
40010,40,0,0,0,0,1
40020,39,1,4,1,3,1
40030,40,0,0,0,1,1
40040,39,1,4,1,4,1
40050,40,0,0,0,2,1
40060,40,0,0,1,0,1
40070,40,0,0,0,3,1
40080,40,0,0,1,1,1
40090,40,0,0,0,4,1
40100,40,0,0,1,2,1
40110,40,0,1,0,0,1
40120,40,0,0,1,3,1
40130,40,0,1,0,1,1
40140,40,0,0,1,4,1
40150,40,0,1,0,2,1
40160,40,0,1,1,0,1
40170,40,0,1,0,3,1
40180,40,0,1,1,1,1
40190,40,0,1,0,4,1
40200,40,0,1,1,2,1
40210,40,0,2,0,0,1
40220,40,0,1,1,3,1
40230,40,0,2,0,1,1
40240,40,0,1,1,4,1
40250,40,0,2,0,2,1
40260,40,0,2,1,0,1
40270,40,0,2,0,3,1
40280,40,0,2,1,1,1
40290,40,0,2,0,4,1
40300,40,0,2,1,2,1
40310,40,0,3,0,0,1
40320,40,0,2,1,3,1
40330,40,0,3,0,1,1
40340,40,0,2,1,4,1
40350,40,0,3,0,2,1
40360,40,0,3,1,0,1
40370,40,0,3,0,3,1
40380,40,0,3,1,1,1
40390,40,0,3,0,4,1
40400,40,0,3,1,2,1
40410,40,0,4,0,0,1
40420,40,0,3,1,3,1
40430,40,0,4,0,1,1
40440,40,0,3,1,4,1
40450,40,0,4,0,2,1
40460,40,0,4,1,0,1
40470,40,0,4,0,3,1
40480,40,0,4,1,1,1
40490,40,0,4,0,4,1
40500,40,0,4,1,2,1
40510,40,1,0,0,0,1
40520,40,0,4,1,3,1
40530,40,1,0,0,1,1
40540,40,0,4,1,4,1
40550,40,1,0,0,2,1
40560,40,1,0,1,0,1
40570,40,1,0,0,3,1
40580,40,1,0,1,1,1
40590,40,1,0,0,4,1
40600,40,1,0,1,2,1
40610,40,1,1,0,0,1
40620,40,1,0,1,3,1
40630,40,1,1,0,1,1
40640,40,1,0,1,4,1
40650,40,1,1,0,2,1
40660,40,1,1,1,0,1
40670,40,1,1,0,3,1
40680,40,1,1,1,1,1
40690,40,1,1,0,4,1
40700,40,1,1,1,2,1
40710,40,1,2,0,0,1
40720,40,1,1,1,3,1
40730,40,1,2,0,1,1
40740,40,1,1,1,4,1
40750,40,1,2,0,2,1
40760,40,1,2,1,0,1
40770,40,1,2,0,3,1
40780,40,1,2,1,1,1
40790,40,1,2,0,4,1
40800,40,1,2,1,2,1
40810,40,1,3,0,0,1
40820,40,1,2,1,3,1
40830,40,1,3,0,1,1
40840,40,1,2,1,4,1
40850,40,1,3,0,2,1
40860,40,1,3,1,0,1
40870,40,1,3,0,3,1
40880,40,1,3,1,1,1
40890,40,1,3,0,4,1
40900,40,1,3,1,2,1
40910,40,1,4,0,0,1
40920,40,1,3,1,3,1
40930,40,1,4,0,1,1
40940,40,1,3,1,4,1
40950,40,1,4,0,2,1
40960,40,1,4,1,0,1
40970,40,1,4,0,3,1
40980,40,1,4,1,1,1
40990,40,1,4,0,4,1
41000,40,1,4,1,2,1
41010,41,0,0,0,0,1
41020,40,1,4,1,3,1
41030,41,0,0,0,1,1
41040,40,1,4,1,4,1
41050,41,0,0,0,2,1
41060,41,0,0,1,0,1
41070,41,0,0,0,3,1
41080,41,0,0,1,1,1
41090,41,0,0,0,4,1
41100,41,0,0,1,2,1
41110,41,0,1,0,0,1
41120,41,0,0,1,3,1
41130,41,0,1,0,1,1
41140,41,0,0,1,4,1
41150,41,0,1,0,2,1
41160,41,0,1,1,0,1
41170,41,0,1,0,3,1
41180,41,0,1,1,1,1
41190,41,0,1,0,4,1
41200,41,0,1,1,2,1
41210,41,0,2,0,0,1
41220,41,0,1,1,3,1
41230,41,0,2,0,1,1
41240,41,0,1,1,4,1
41250,41,0,2,0,2,1
41260,41,0,2,1,0,1
41270,41,0,2,0,3,1
41280,41,0,2,1,1,1
41290,41,0,2,0,4,1
41300,41,0,2,1,2,1
41310,41,0,3,0,0,1
41320,41,0,2,1,3,1
41330,41,0,3,0,1,1
41340,41,0,2,1,4,1
41350,41,0,3,0,2,1
41360,41,0,3,1,0,1
41370,41,0,3,0,3,1
41380,41,0,3,1,1,1
41390,41,0,3,0,4,1
41400,41,0,3,1,2,1
41410,41,0,4,0,0,1
41420,41,0,3,1,3,1
41430,41,0,4,0,1,1
41440,41,0,3,1,4,1
41450,41,0,4,0,2,1
41460,41,0,4,1,0,1
41470,41,0,4,0,3,1
41480,41,0,4,1,1,1
41490,41,0,4,0,4,1
41500,41,0,4,1,2,1
41510,41,1,0,0,0,1
41520,41,0,4,1,3,1
41530,41,1,0,0,1,1
41540,41,0,4,1,4,1
41550,41,1,0,0,2,1
41560,41,1,0,1,0,1
41570,41,1,0,0,3,1
41580,41,1,0,1,1,1
41590,41,1,0,0,4,1
41600,41,1,0,1,2,1
41610,41,1,1,0,0,1
41620,41,1,0,1,3,1
41630,41,1,1,0,1,1
41640,41,1,0,1,4,1
41650,41,1,1,0,2,1
41660,41,1,1,1,0,1
41670,41,1,1,0,3,1
41680,41,1,1,1,1,1
41690,41,1,1,0,4,1
41700,41,1,1,1,2,1
41710,41,1,2,0,0,1
41720,41,1,1,1,3,1
41730,41,1,2,0,1,1
41740,41,1,1,1,4,1
41750,41,1,2,0,2,1
41760,41,1,2,1,0,1
41770,41,1,2,0,3,1
41780,41,1,2,1,1,1
41790,41,1,2,0,4,1
41800,41,1,2,1,2,1
41810,41,1,3,0,0,1
41820,41,1,2,1,3,1
41830,41,1,3,0,1,1
41840,41,1,2,1,4,1
41850,41,1,3,0,2,1
41860,41,1,3,1,0,1
41870,41,1,3,0,3,1
41880,41,1,3,1,1,1
41890,41,1,3,0,4,1
41900,41,1,3,1,2,1
41910,41,1,4,0,0,1
41920,41,1,3,1,3,1
41930,41,1,4,0,1,1
41940,41,1,3,1,4,1
41950,41,1,4,0,2,1
41960,41,1,4,1,0,1
41970,41,1,4,0,3,1
41980,41,1,4,1,1,1
41990,41,1,4,0,4,1
42000,41,1,4,1,2,1
42010,42,0,0,0,0,1
42020,41,1,4,1,3,1
42030,42,0,0,0,1,1
42040,41,1,4,1,4,1
42050,42,0,0,0,2,1
42060,42,0,0,1,0,1
42070,42,0,0,0,3,1
42080,42,0,0,1,1,1
42090,42,0,0,0,4,1
42100,42,0,0,1,2,1
42110,42,0,1,0,0,1
42120,42,0,0,1,3,1
42130,42,0,1,0,1,1
42140,42,0,0,1,4,1
42150,42,0,1,0,2,1
42160,42,0,1,1,0,1
42170,42,0,1,0,3,1
42180,42,0,1,1,1,1
42190,42,0,1,0,4,1
42200,42,0,1,1,2,1
42210,42,0,2,0,0,1
42220,42,0,1,1,3,1
42230,42,0,2,0,1,1
42240,42,0,1,1,4,1
42250,42,0,2,0,2,1
42260,42,0,2,1,0,1
42270,42,0,2,0,3,1
42280,42,0,2,1,1,1
42290,42,0,2,0,4,1
42300,42,0,2,1,2,1
42310,42,0,3,0,0,1
42320,42,0,2,1,3,1
42330,42,0,3,0,1,1
42340,42,0,2,1,4,1
42350,42,0,3,0,2,1
42360,42,0,3,1,0,1
42370,42,0,3,0,3,1
42380,42,0,3,1,1,1
42390,42,0,3,0,4,1
42400,42,0,3,1,2,1
42410,42,0,4,0,0,1
42420,42,0,3,1,3,1
42430,42,0,4,0,1,1
42440,42,0,3,1,4,1
42450,42,0,4,0,2,1
42460,42,0,4,1,0,1
42470,42,0,4,0,3,1
42480,42,0,4,1,1,1
42490,42,0,4,0,4,1
42500,42,0,4,1,2,1
42510,42,1,0,0,0,1
42520,42,0,4,1,3,1
42530,42,1,0,0,1,1
42540,42,0,4,1,4,1
42550,42,1,0,0,2,1
42560,42,1,0,1,0,1
42570,42,1,0,0,3,1
42580,42,1,0,1,1,1
42590,42,1,0,0,4,1
42600,42,1,0,1,2,1
42610,42,1,1,0,0,1
42620,42,1,0,1,3,1
42630,42,1,1,0,1,1
42640,42,1,0,1,4,1
42650,42,1,1,0,2,1
42660,42,1,1,1,0,1
42670,42,1,1,0,3,1
42680,42,1,1,1,1,1
42690,42,1,1,0,4,1
42700,42,1,1,1,2,1
42710,42,1,2,0,0,1
42720,42,1,1,1,3,1
42730,42,1,2,0,1,1
42740,42,1,1,1,4,1
42750,42,1,2,0,2,1
42760,42,1,2,1,0,1
42770,42,1,2,0,3,1
42780,42,1,2,1,1,1
42790,42,1,2,0,4,1
42800,42,1,2,1,2,1
42810,42,1,3,0,0,1
42820,42,1,2,1,3,1
42830,42,1,3,0,1,1
42840,42,1,2,1,4,1
42850,42,1,3,0,2,1
42860,42,1,3,1,0,1
42870,42,1,3,0,3,1
42880,42,1,3,1,1,1
42890,42,1,3,0,4,1
42900,42,1,3,1,2,1
42910,42,1,4,0,0,1
42920,42,1,3,1,3,1
42930,42,1,4,0,1,1
42940,42,1,3,1,4,1
42950,42,1,4,0,2,1
42960,42,1,4,1,0,1
42970,42,1,4,0,3,1
42980,42,1,4,1,1,1
42990,42,1,4,0,4,1
43000,42,1,4,1,2,1
43010,43,0,0,0,0,1
43020,42,1,4,1,3,1
43030,43,0,0,0,1,1
43040,42,1,4,1,4,1
43050,43,0,0,0,2,1
43060,43,0,0,1,0,1
43070,43,0,0,0,3,1
43080,43,0,0,1,1,1
43090,43,0,0,0,4,1
43100,43,0,0,1,2,1
43110,43,0,1,0,0,1
43120,43,0,0,1,3,1
43130,43,0,1,0,1,1
43140,43,0,0,1,4,1
43150,43,0,1,0,2,1
43160,43,0,1,1,0,1
43170,43,0,1,0,3,1
43180,43,0,1,1,1,1
43190,43,0,1,0,4,1
43200,43,0,1,1,2,1
43210,43,0,2,0,0,1
43220,43,0,1,1,3,1
43230,43,0,2,0,1,1
43240,43,0,1,1,4,1
43250,43,0,2,0,2,1
43260,43,0,2,1,0,1
43270,43,0,2,0,3,1
43280,43,0,2,1,1,1
43290,43,0,2,0,4,1
43300,43,0,2,1,2,1
43310,43,0,3,0,0,1
43320,43,0,2,1,3,1
43330,43,0,3,0,1,1
43340,43,0,2,1,4,1
43350,43,0,3,0,2,1
43360,43,0,3,1,0,1
43370,43,0,3,0,3,1
43380,43,0,3,1,1,1
43390,43,0,3,0,4,1
43400,43,0,3,1,2,1
43410,43,0,4,0,0,1
43420,43,0,3,1,3,1
43430,43,0,4,0,1,1
43440,43,0,3,1,4,1
43450,43,0,4,0,2,1
43460,43,0,4,1,0,1
43470,43,0,4,0,3,1
43480,43,0,4,1,1,1
43490,43,0,4,0,4,1
43500,43,0,4,1,2,1
43510,43,1,0,0,0,1
43520,43,0,4,1,3,1
43530,43,1,0,0,1,1
43540,43,0,4,1,4,1
43550,43,1,0,0,2,1
43560,43,1,0,1,0,1
43570,43,1,0,0,3,1
43580,43,1,0,1,1,1
43590,43,1,0,0,4,1
43600,43,1,0,1,2,1
43610,43,1,1,0,0,1
43620,43,1,0,1,3,1
43630,43,1,1,0,1,1
43640,43,1,0,1,4,1
43650,43,1,1,0,2,1
43660,43,1,1,1,0,1
43670,43,1,1,0,3,1
43680,43,1,1,1,1,1
43690,43,1,1,0,4,1
43700,43,1,1,1,2,1
43710,43,1,2,0,0,1
43720,43,1,1,1,3,1
43730,43,1,2,0,1,1
43740,43,1,1,1,4,1
43750,43,1,2,0,2,1
43760,43,1,2,1,0,1
43770,43,1,2,0,3,1
43780,43,1,2,1,1,1
43790,43,1,2,0,4,1
43800,43,1,2,1,2,1
43810,43,1,3,0,0,1
43820,43,1,2,1,3,1
43830,43,1,3,0,1,1
43840,43,1,2,1,4,1
43850,43,1,3,0,2,1
43860,43,1,3,1,0,1
43870,43,1,3,0,3,1
43880,43,1,3,1,1,1
43890,43,1,3,0,4,1
43900,43,1,3,1,2,1
43910,43,1,4,0,0,1
43920,43,1,3,1,3,1
43930,43,1,4,0,1,1
43940,43,1,3,1,4,1
43950,43,1,4,0,2,1
43960,43,1,4,1,0,1
43970,43,1,4,0,3,1
43980,43,1,4,1,1,1
43990,43,1,4,0,4,1
44000,43,1,4,1,2,1
44010,44,0,0,0,0,1
44020,43,1,4,1,3,1
44030,44,0,0,0,1,1
44040,43,1,4,1,4,1
44050,44,0,0,0,2,1
44060,44,0,0,1,0,1
44070,44,0,0,0,3,1
44080,44,0,0,1,1,1
44090,44,0,0,0,4,1
44100,44,0,0,1,2,1
44110,44,0,1,0,0,1
44120,44,0,0,1,3,1
44130,44,0,1,0,1,1
44140,44,0,0,1,4,1
44150,44,0,1,0,2,1
44160,44,0,1,1,0,1
44170,44,0,1,0,3,1
44180,44,0,1,1,1,1
44190,44,0,1,0,4,1
44200,44,0,1,1,2,1
44210,44,0,2,0,0,1
44220,44,0,1,1,3,1
44230,44,0,2,0,1,1
44240,44,0,1,1,4,1
44250,44,0,2,0,2,1
44260,44,0,2,1,0,1
44270,44,0,2,0,3,1
44280,44,0,2,1,1,1
44290,44,0,2,0,4,1
44300,44,0,2,1,2,1
44310,44,0,3,0,0,1
44320,44,0,2,1,3,1
44330,44,0,3,0,1,1
44340,44,0,2,1,4,1
44350,44,0,3,0,2,1
44360,44,0,3,1,0,1
44370,44,0,3,0,3,1
44380,44,0,3,1,1,1
44390,44,0,3,0,4,1
44400,44,0,3,1,2,1
44410,44,0,4,0,0,1
44420,44,0,3,1,3,1
44430,44,0,4,0,1,1
44440,44,0,3,1,4,1
44450,44,0,4,0,2,1
44460,44,0,4,1,0,1
44470,44,0,4,0,3,1
44480,44,0,4,1,1,1
44490,44,0,4,0,4,1
44500,44,0,4,1,2,1
44510,44,1,0,0,0,1
44520,44,0,4,1,3,1
44530,44,1,0,0,1,1
44540,44,0,4,1,4,1
44550,44,1,0,0,2,1
44560,44,1,0,1,0,1
44570,44,1,0,0,3,1
44580,44,1,0,1,1,1
44590,44,1,0,0,4,1
44600,44,1,0,1,2,1
44610,44,1,1,0,0,1
44620,44,1,0,1,3,1
44630,44,1,1,0,1,1
44640,44,1,0,1,4,1
44650,44,1,1,0,2,1
44660,44,1,1,1,0,1
44670,44,1,1,0,3,1
44680,44,1,1,1,1,1
44690,44,1,1,0,4,1
44700,44,1,1,1,2,1
44710,44,1,2,0,0,1
44720,44,1,1,1,3,1
44730,44,1,2,0,1,1
44740,44,1,1,1,4,1
44750,44,1,2,0,2,1
44760,44,1,2,1,0,1
44770,44,1,2,0,3,1
44780,44,1,2,1,1,1
44790,44,1,2,0,4,1
44800,44,1,2,1,2,1
44810,44,1,3,0,0,1
44820,44,1,2,1,3,1
44830,44,1,3,0,1,1
44840,44,1,2,1,4,1
44850,44,1,3,0,2,1
44860,44,1,3,1,0,1
44870,44,1,3,0,3,1
44880,44,1,3,1,1,1
44890,44,1,3,0,4,1
44900,44,1,3,1,2,1
44910,44,1,4,0,0,1
44920,44,1,3,1,3,1
44930,44,1,4,0,1,1
44940,44,1,3,1,4,1
44950,44,1,4,0,2,1
44960,44,1,4,1,0,1
44970,44,1,4,0,3,1
44980,44,1,4,1,1,1
44990,44,1,4,0,4,1
45000,44,1,4,1,2,1
45010,45,0,0,0,0,1
45020,44,1,4,1,3,1
45030,45,0,0,0,1,1
45040,44,1,4,1,4,1
45050,45,0,0,0,2,1
45060,45,0,0,1,0,1
45070,45,0,0,0,3,1
45080,45,0,0,1,1,1
45090,45,0,0,0,4,1
45100,45,0,0,1,2,1
45110,45,0,1,0,0,1
45120,45,0,0,1,3,1
45130,45,0,1,0,1,1
45140,45,0,0,1,4,1
45150,45,0,1,0,2,1
45160,45,0,1,1,0,1
45170,45,0,1,0,3,1
45180,45,0,1,1,1,1
45190,45,0,1,0,4,1
45200,45,0,1,1,2,1
45210,45,0,2,0,0,1
45220,45,0,1,1,3,1
45230,45,0,2,0,1,1
45240,45,0,1,1,4,1
45250,45,0,2,0,2,1
45260,45,0,2,1,0,1
45270,45,0,2,0,3,1
45280,45,0,2,1,1,1
45290,45,0,2,0,4,1
45300,45,0,2,1,2,1
45310,45,0,3,0,0,1
45320,45,0,2,1,3,1
45330,45,0,3,0,1,1
45340,45,0,2,1,4,1
45350,45,0,3,0,2,1
45360,45,0,3,1,0,1
45370,45,0,3,0,3,1
45380,45,0,3,1,1,1
45390,45,0,3,0,4,1
45400,45,0,3,1,2,1
45410,45,0,4,0,0,1
45420,45,0,3,1,3,1
45430,45,0,4,0,1,1
45440,45,0,3,1,4,1
45450,45,0,4,0,2,1
45460,45,0,4,1,0,1
45470,45,0,4,0,3,1
